412,ahri,Twisted Fate,53.36,37878,middle
413,ahri,Poppy,53.08,373,middle
414,ahri,Lillia,52.99,3895,middle
415,ahri,Nasus,52.89,1732,middle
416,ahri,Rakan,52.88,503,middle
417,ahri,Gangplank,52.77,2420,middle
418,ahri,Lucian,52.68,67712,middle
419,ahri,Draven,52.64,813,middle
420,ahri,Fiddlesticks,52.64,1157,middle
421,ahri,Corki,52.55,12072,middle
422,ahri,Fiora,52.43,1419,middle
423,ahri,Mordekaiser,52.36,6725,middle
424,ahri,Syndra,52.24,51722,middle
425,ahri,Sett,52.23,6175,middle
426,ahri,Jayce,52.06,8557,middle
427,ahri,Wukong,52.05,3652,middle
428,ahri,Zoe,52.04,56192,middle
429,ahri,Orianna,52.04,77453,middle
430,ahri,Vi,51.73,462,middle
431,ahri,Talon,51.73,50307,middle
432,ahri,Kennen,51.73,3269,middle
433,ahri,Shaco,51.72,957,middle
434,ahri,Sylas,51.72,84122,middle
435,ahri,Kog'Maw,51.57,2100,middle
436,ahri,Zyra,51.57,3126,middle
437,ahri,Nocturne,51.55,9108,middle
438,ahri,Yone,51.5,143047,middle
439,ahri,Lulu,51.47,2916,middle
440,ahri,Camille,51.33,3355,middle
441,ahri,Jhin,51.17,2732,middle
442,ahri,Singed,50.96,418,middle
443,ahri,Cho'Gath,50.88,6470,middle
444,ahri,Viktor,50.86,25494,middle
445,ahri,Twitch,50.86,584,middle
446,ahri,Tryndamere,50.79,3219,middle
447,ahri,Anivia,50.75,15732,middle
448,ahri,Kassadin,50.74,61328,middle
449,ahri,Lissandra,50.69,19289,middle
450,ahri,Garen,50.67,5496,middle
451,ahri,Neeko,50.49,34018,middle
452,ahri,Ekko,50.4,61922,middle
453,ahri,Malphite,50.39,13581,middle
454,ahri,Illaoi,50.34,872,middle
455,ahri,Cassiopeia,50.31,37339,middle
456,ahri,Ziggs,50.29,25306,middle
457,ahri,Vladimir,50.28,48452,middle
458,ahri,Shyvana,50.26,567,middle
459,ahri,Galio,50.26,55909,middle
460,ahri,Kayn,50.18,1403,middle
461,ahri,Jarvan IV,49.92,643,middle
462,ahri,Nunu,49.91,5001,middle
463,ahri,Brand,49.84,10746,middle
464,ahri,Taliyah,49.82,2774,middle
465,ahri,Ivern,49.8,494,middle
466,ahri,Teemo,49.78,4528,middle
467,ahri,Pyke,49.72,15771,middle
468,ahri,Graves,49.65,4377,middle
